Item1,Item2,Item3,Item4,BestItem,WorstItem
339,387,342,637,387,339
339,387,342,637,342,387
799,366,67,647,366,799
799,366,67,647,67,799
770,897,78,130,78,770
770,897,78,130,130,770
958,383,702,131,131,958
958,383,702,131,958,702
4,32,391,817,4,32
4,32,391,817,32,817
440,536,923,326,440,923
440,536,923,326,440,923
985,852,249,963,249,852
985,852,249,963,249,963
985,852,249,963,249,852
861,105,791,557,557,105
861,105,791,557,105,861
861,105,791,557,105,861
286,964,235,340,340,286
286,964,235,340,340,964
286,964,235,340,286,340
53,247,288,398,53,247
53,247,288,398,53,288
53,247,288,398,288,247
310,747,724,732,310,732
310,747,724,732,747,310
310,747,724,732,747,310
827,895,432,148,432,895
827,895,432,148,432,895
827,895,432,148,827,895
590,357,750,629,590,357
590,357,750,629,590,357
590,357,750,629,750,629
492,648,876,267,267,876
492,648,876,267,492,267
492,648,876,267,267,876
521,907,77,18,77,907
521,907,77,18,521,18
521,907,77,18,521,77
790,872,448,66,66,790
790,872,448,66,872,66
790,872,448,66,66,448
255,598,645,379,255,598
255,598,645,379,255,598
255,598,645,379,379,598
107,347,44,12,44,347
107,347,44,12,107,347
695,261,680,520,695,520
695,261,680,520,261,520
987,495,793,67,495,793
633,538,55,820,55,538
633,538,55,820,633,538
723,735,359,960,960,735
723,735,359,960,359,735
137,599,163,316,163,316
137,599,163,316,599,316
47,522,432,750,47,522
47,522,432,750,432,522
170,909,883,469,883,909
170,909,883,469,883,170
890,951,74,955,74,890
890,951,74,955,955,74
863,269,500,471,269,863
863,269,500,471,269,863
863,269,500,471,269,471
822,501,839,420,839,420
822,501,839,420,501,839
822,501,839,420,501,420
323,684,565,821,565,323
323,684,565,821,565,684
323,684,565,821,323,684
371,416,559,734,416,559
371,416,559,734,416,559
371,416,559,734,371,559
26,586,352,608,26,352
26,586,352,608,586,608
26,586,352,608,26,586
13,697,298,205,13,697
13,697,298,205,298,697
13,697,298,205,13,697
480,799,573,275,275,573
480,799,573,275,480,799
480,799,573,275,275,799
656,357,892,452,452,656
656,357,892,452,452,892
656,357,892,452,452,357
373,958,634,9,958,634
373,958,634,9,9,958
373,958,634,9,9,958
428,104,813,419,104,813
428,104,813,419,419,428
428,104,813,419,104,813
149,534,422,33,33,534
149,534,422,33,149,534
149,534,422,33,33,422
350,671,446,371,671,371
538,915,317,64,64,915
590,273,411,846,590,846
862,796,15,969,969,796
987,495,793,67,987,793
974,136,883,616,136,616
974,136,883,616,136,616
302,955,945,353,945,302
302,955,945,353,945,353
528,875,693,671,671,693
528,875,693,671,671,875
465,70,980,458,70,980
465,70,980,458,70,458
840,589,884,296,296,840
840,589,884,296,589,884
234,174,266,779,266,174
234,174,266,779,234,174
964,571,659,623,964,659
964,571,659,623,964,659
822,652,228,820,822,228
822,652,228,820,822,228
231,710,593,730,231,730
231,710,593,730,231,730
5,437,226,639,639,226
5,437,226,639,437,639
554,932,185,527,932,185
554,932,185,527,527,932
554,932,185,527,527,185
148,959,51,191,148,51
148,959,51,191,148,51
148,959,51,191,191,51
176,621,31,383,176,383
176,621,31,383,31,383
176,621,31,383,621,383
311,344,568,2,344,311
311,344,568,2,2,311
311,344,568,2,568,311
826,629,250,387,629,250
826,629,250,387,629,826
826,629,250,387,250,629
902,422,751,754,902,422
902,422,751,754,751,422
902,422,751,754,902,751
500,703,298,741,298,741
500,703,298,741,703,741
500,703,298,741,298,741
498,100,312,769,498,769
498,100,312,769,498,769
498,100,312,769,100,498
762,550,870,727,550,870
762,550,870,727,550,762
762,550,870,727,550,727
203,766,98,50,50,203
203,766,98,50,98,766
203,766,98,50,50,98
56,792,513,739,56,513
56,792,513,739,56,513
474,131,713,593,131,713
474,131,713,593,131,474
60,558,590,295,590,295
60,558,590,295,60,295
654,2,87,337,337,654
654,2,87,337,2,654
907,37,62,495,495,907
907,37,62,495,495,907
716,254,871,422,254,716
716,254,871,422,254,716
320,67,18,261,261,320
320,67,18,261,261,18
614,129,98,216,129,216
614,129,98,216,129,614
351,125,954,13,13,125
351,125,954,13,351,954
668,352,677,117,117,677
668,352,677,117,117,352
256,600,170,568,568,256
256,600,170,568,568,600
256,600,170,568,568,600
627,715,81,678,715,627
627,715,81,678,715,678
627,715,81,678,715,678
283,369,286,15,15,283
283,369,286,15,15,286
283,369,286,15,369,283
334,585,342,180,180,585
334,585,342,180,334,585
334,585,342,180,180,585
769,187,19,842,187,842
769,187,19,842,19,842
769,187,19,842,19,769
318,794,130,354,130,794
318,794,130,354,354,794
318,794,130,354,130,794
315,349,8,788,8,315
315,349,8,788,315,788
315,349,8,788,349,788
461,824,907,478,478,824
461,824,907,478,461,824
461,824,907,478,461,478
762,155,753,179,155,762
762,155,753,179,179,762
762,155,753,179,179,753
881,100,55,241,241,55
881,100,55,241,55,881
881,100,55,241,881,241
182,133,54,102,182,54
182,133,54,102,182,133
235,990,833,178,235,833
235,990,833,178,178,990
669,793,991,871,991,669
669,793,991,871,871,669
730,1,832,501,1,730
730,1,832,501,501,730
466,98,963,903,98,903
466,98,963,903,963,903
625,563,597,753,597,753
625,563,597,753,563,597
284,447,808,773,447,808
284,447,808,773,447,808
565,42,409,725,565,409
565,42,409,725,565,725
387,242,953,184,184,953
387,242,953,184,184,953
518,536,664,196,518,664
518,536,664,196,196,536
186,806,613,261,261,186
186,806,613,261,261,186
186,806,613,261,261,186
515,699,684,801,515,801
515,699,684,801,515,801
515,699,684,801,515,684
423,66,249,967,249,66
423,66,249,967,249,423
423,66,249,967,967,423
372,233,383,329,372,329
372,233,383,329,329,383
372,233,383,329,329,233
43,270,203,389,389,270
43,270,203,389,270,43
43,270,203,389,270,203
332,462,337,415,462,337
332,462,337,415,332,337
332,462,337,415,415,462
427,958,294,75,75,958
427,958,294,75,427,958
427,958,294,75,294,958
237,930,622,629,622,237
237,930,622,629,629,237
237,930,622,629,629,237
453,714,897,831,453,897
453,714,897,831,897,714
453,714,897,831,453,897
576,805,895,298,805,576
576,805,895,298,298,805
576,805,895,298,805,576
96,636,866,71,96,866
96,636,866,71,636,866
287,87,808,45,87,808
287,87,808,45,87,287
249,125,988,666,249,125
249,125,988,666,249,125
582,531,56,340,582,531
582,531,56,340,582,56
81,475,699,328,81,699
81,475,699,328,328,699
217,508,598,657,217,598
217,508,598,657,598,508
522,793,35,50,35,793
522,793,35,50,35,793
320,902,551,316,551,320
320,902,551,316,320,316
667,738,367,493,367,738
667,738,367,493,367,738
221,134,417,775,134,775
221,134,417,775,134,775
841,844,834,637,841,637
841,844,834,637,841,844
841,844,834,637,841,834
314,938,376,272,272,314
314,938,376,272,376,938
314,938,376,272,376,272
546,837,719,963,963,546
546,837,719,963,963,837
546,837,719,963,719,546
633,297,970,570,970,570
633,297,970,570,297,570
633,297,970,570,297,633
803,771,776,789,803,789
803,771,776,789,803,789
803,771,776,789,803,789
822,259,592,361,259,361
822,259,592,361,259,822
822,259,592,361,592,361
166,264,504,812,504,264
166,264,504,812,264,166
166,264,504,812,264,812
549,935,447,409,447,549
549,935,447,409,447,409
549,935,447,409,447,549
833,530,472,786,833,786
833,530,472,786,472,833
833,530,472,786,530,786
42,448,353,625,42,448
42,448,353,625,42,448
42,448,353,625,42,448
905,540,407,991,905,991
905,540,407,991,905,540
666,148,327,378,148,327
666,148,327,378,327,148
330,155,136,903,136,903
330,155,136,903,155,903
361,635,34,106,34,361
361,635,34,106,34,361
276,677,871,266,276,677
276,677,871,266,266,677
59,577,418,736,418,736
59,577,418,736,418,577
783,679,809,990,679,990
783,679,809,990,783,809
409,604,803,454,604,409
409,604,803,454,604,409
272,451,829,232,272,451
272,451,829,232,829,451
938,899,499,303,938,303
938,899,499,303,499,899
110,595,733,470,733,595
110,595,733,470,733,595
110,595,733,470,733,110
682,408,631,590,590,682
682,408,631,590,590,682
682,408,631,590,590,682
717,135,729,760,135,729
717,135,729,760,135,717
717,135,729,760,135,760
318,706,553,400,553,706
318,706,553,400,400,706
318,706,553,400,553,706
64,129,545,724,129,545
64,129,545,724,129,724
64,129,545,724,129,724
849,625,159,674,159,674
849,625,159,674,625,849
849,625,159,674,159,674
48,79,313,14,14,79
48,79,313,14,48,79
48,79,313,14,79,313
111,336,490,143,336,143
111,336,490,143,111,143
111,336,490,143,336,143
650,815,384,566,566,650
650,815,384,566,566,650
650,815,384,566,566,384
928,486,448,935,935,928
928,486,448,935,935,486
928,486,448,935,935,486
935,613,325,569,935,325
935,613,325,569,935,613
234,924,151,279,279,234
234,924,151,279,279,924
448,914,400,526,400,448
448,914,400,526,400,448
364,337,341,16,16,364
364,337,341,16,16,364
650,40,229,324,40,650
650,40,229,324,324,650
808,296,782,789,296,808
808,296,782,789,296,789
550,356,243,105,243,550
550,356,243,105,105,356
990,336,330,492,336,990
990,336,330,492,336,990
990,336,330,492,336,990
65,821,906,399,399,65
65,821,906,399,821,399
65,821,906,399,906,399
22,51,110,210,110,51
22,51,110,210,22,51
22,51,110,210,210,22
111,374,560,244,560,244
111,374,560,244,244,374
111,374,560,244,244,111
570,164,707,285,285,164
570,164,707,285,570,285
570,164,707,285,285,164
960,23,735,509,509,735
960,23,735,509,509,735
960,23,735,509,960,735
375,162,971,96,96,971
375,162,971,96,971,375
375,162,971,96,96,971
761,231,885,917,231,761
761,231,885,917,917,885
761,231,885,917,231,917
315,440,919,52,440,919
315,440,919,52,440,919
315,440,919,52,440,919
497,831,42,432,497,42
497,831,42,432,42,831
497,831,42,432,432,831
334,280,615,377,377,615
334,280,615,377,377,615
334,280,615,377,334,615
672,859,55,450,672,450
672,859,55,450,450,55
672,859,55,450,672,450
601,24,495,870,24,870
601,24,495,870,24,601
601,24,495,870,601,870
258,236,461,330,258,236
258,236,461,330,258,461
455,941,187,431,455,431
455,941,187,431,941,187
810,673,398,261,261,810
810,673,398,261,398,673
561,546,795,895,561,546
561,546,795,895,561,895
80,83,660,715,83,660
80,83,660,715,715,660
144,931,894,667,667,931
144,931,894,667,667,144
603,117,968,336,117,603
603,117,968,336,117,968
315,562,96,861,562,861
315,562,96,861,96,562
315,562,96,861,96,562
248,518,291,378,291,248
248,518,291,378,291,248
248,518,291,378,291,518
414,517,514,665,517,665
414,517,514,665,514,665
414,517,514,665,517,665
806,913,141,402,913,806
806,913,141,402,402,806
806,913,141,402,402,806
124,340,27,764,27,764
124,340,27,764,124,340
124,340,27,764,124,764
163,536,303,145,163,303
163,536,303,145,163,303
163,536,303,145,163,145
179,401,15,628,15,628
179,401,15,628,15,179
179,401,15,628,179,628
641,960,320,521,960,641
641,960,320,521,521,320
641,960,320,521,521,641
866,534,55,656,55,656
866,534,55,656,55,656
866,534,55,656,55,866
765,982,488,863,982,488
765,982,488,863,982,863
765,982,488,863,488,863
54,892,669,717,54,669
54,892,669,717,54,892
54,892,669,717,54,892
814,657,773,284,284,814
814,657,773,284,284,814
814,657,773,284,284,773
427,859,92,496,427,496
427,859,92,496,427,859
427,859,92,496,427,859
731,427,319,462,427,731
731,427,319,462,427,731
744,103,16,419,103,16
744,103,16,419,16,744
280,528,326,620,280,620
280,528,326,620,326,620
590,947,101,571,590,571
590,947,101,571,590,571
734,229,550,476,229,734
734,229,550,476,476,734
118,575,61,596,118,575
118,575,61,596,61,575
288,438,369,344,438,369
288,438,369,344,344,369
429,730,300,317,317,300
429,730,300,317,300,317
429,730,300,317,317,429
925,837,121,367,367,925
925,837,121,367,367,837
925,837,121,367,367,837
978,653,86,388,388,978
978,653,86,388,388,86
978,653,86,388,388,978
687,678,158,559,687,678
687,678,158,559,158,559
687,678,158,559,158,678
742,490,57,211,57,742
742,490,57,211,57,490
742,490,57,211,57,742
58,157,542,637,542,58
58,157,542,637,542,637
58,157,542,637,542,157
56,228,361,176,176,228
56,228,361,176,56,228
56,228,361,176,176,228
321,679,930,598,321,598
321,679,930,598,679,598
321,679,930,598,679,598
468,683,584,79,79,584
468,683,584,79,79,584
468,683,584,79,79,683
443,733,967,886,733,967
443,733,967,886,967,443
443,733,967,886,733,886
439,491,71,270,270,491
439,491,71,270,71,491
439,491,71,270,270,491
722,88,779,723,88,722
722,88,779,723,88,722
722,88,779,723,88,723
277,5,623,213,213,623
277,5,623,213,213,623
277,5,623,213,277,623
148,955,473,366,148,473
148,955,473,366,148,366
116,876,627,139,139,627
116,876,627,139,116,876
407,315,33,516,33,516
407,315,33,516,33,407
733,183,444,51,183,51
733,183,444,51,183,51
861,572,169,633,169,861
861,572,169,633,633,861
514,802,500,304,514,802
514,802,500,304,802,304
784,404,106,845,845,784
784,404,106,845,404,784
65,24,90,908,90,908
65,24,90,908,24,908
65,24,90,908,90,65
297,493,224,638,493,224
297,493,224,638,297,638
297,493,224,638,297,224
265,367,647,146,367,647
265,367,647,146,367,647
265,367,647,146,367,647
450,957,127,992,450,127
450,957,127,992,992,450
450,957,127,992,127,957
136,289,454,60,136,289
136,289,454,60,136,454
136,289,454,60,136,60
439,411,783,125,439,783
439,411,783,125,439,125
439,411,783,125,439,125
188,3,351,639,3,351
188,3,351,639,188,639
188,3,351,639,188,351
16,167,345,905,905,16
16,167,345,905,167,345
16,167,345,905,167,345
560,126,88,688,126,688
560,126,88,688,126,688
560,126,88,688,126,688
926,157,959,225,225,157
926,157,959,225,225,926
926,157,959,225,225,157
948,677,788,882,948,677
948,677,788,882,948,882
948,677,788,882,948,677
488,524,347,661,524,661
488,524,347,661,347,661
488,524,347,661,524,661
689,58,696,675,675,58
689,58,696,675,58,696
689,58,696,675,58,689
437,534,714,567,714,437
437,534,714,567,534,437
59,179,788,231,179,59
59,179,788,231,179,59
78,457,805,28,805,28
78,457,805,28,457,28
439,131,284,946,946,131
439,131,284,946,131,439
174,703,971,922,174,971
174,703,971,922,922,971
562,141,21,248,21,562
562,141,21,248,21,562
197,483,403,422,403,422
197,483,403,422,483,422
147,933,850,754,754,933
147,933,850,754,147,933
147,933,850,754,754,933
734,481,650,883,883,481
734,481,650,883,883,650
734,481,650,883,883,734
258,337,369,31,369,258
258,337,369,31,258,369
258,337,369,31,31,337
881,84,253,593,253,593
881,84,253,593,253,84
881,84,253,593,253,881
783,121,379,744,379,783
783,121,379,744,121,379
783,121,379,744,379,783
127,74,162,688,127,688
127,74,162,688,127,688
127,74,162,688,127,74
55,597,375,333,597,375
55,597,375,333,597,375
55,597,375,333,55,375
835,644,225,423,225,644
835,644,225,423,225,423
835,644,225,423,225,423
868,843,920,61,61,843
868,843,920,61,61,843
868,843,920,61,61,843
655,870,310,998,998,870
655,870,310,998,655,870
655,870,310,998,310,870
14,563,445,416,416,445
14,563,445,416,563,445
14,563,445,416,14,563
327,681,382,381,381,681
327,681,382,381,327,382
327,681,382,381,382,381
431,208,631,168,168,631
431,208,631,168,168,631
431,208,631,168,168,208
723,351,814,907,351,814
723,351,814,907,723,814
368,750,686,34,750,368
368,750,686,34,750,368
787,942,13,103,103,13
787,942,13,103,103,787
548,962,316,947,548,962
548,962,316,947,947,316
251,322,367,148,367,322
251,322,367,148,367,251
251,322,367,148,367,251
674,908,89,379,89,674
674,908,89,379,89,674
674,908,89,379,89,674
967,652,204,61,61,652
967,652,204,61,204,652
967,652,204,61,61,652
239,600,867,932,932,239
239,600,867,932,932,239
239,600,867,932,600,239
277,169,398,430,398,430
277,169,398,430,430,169
277,169,398,430,398,277
268,174,476,991,268,991
268,174,476,991,476,991
268,174,476,991,268,991
966,745,311,227,227,966
966,745,311,227,227,745
966,745,311,227,227,745
120,506,729,402,506,729
120,506,729,402,506,729
120,506,729,402,506,729
910,466,131,715,131,715
910,466,131,715,131,910
910,466,131,715,131,910
201,161,784,401,401,784
201,161,784,401,161,784
201,161,784,401,161,201
1000,308,559,883,308,559
1000,308,559,883,308,559
1000,308,559,883,883,559
445,149,416,794,149,794
445,149,416,794,149,794
445,149,416,794,149,794
132,539,93,921,132,921
132,539,93,921,132,921
132,539,93,921,132,921
699,585,245,687,245,699
699,585,245,687,585,699
699,585,245,687,245,699
925,662,857,747,747,857
925,662,857,747,925,857
925,662,857,747,925,857
781,33,858,213,33,858
781,33,858,213,33,858
781,33,858,213,33,781
164,713,644,222,644,164
164,713,644,222,644,222
116,390,492,476,390,116
116,390,492,476,390,116
864,72,851,759,851,759
864,72,851,759,72,864
839,20,473,370,473,839
839,20,473,370,473,839
933,204,792,230,204,933
933,204,792,230,230,933
933,204,792,230,204,933
714,789,359,962,359,789
714,789,359,962,714,789
714,789,359,962,359,789
626,39,618,800,39,800
626,39,618,800,618,800
626,39,618,800,626,800
277,658,739,257,257,739
277,658,739,257,257,739
277,658,739,257,257,277
868,908,926,297,297,868
868,908,926,297,297,908
868,908,926,297,297,926
82,520,415,838,415,838
82,520,415,838,415,520
82,520,415,838,82,838
809,699,74,43,43,809
809,699,74,43,699,74
809,699,74,43,74,43
574,918,790,997,997,790
574,918,790,997,918,790
574,918,790,997,918,790
200,371,555,40,200,40
200,371,555,40,555,371
200,371,555,40,555,371
696,305,127,97,127,696
696,305,127,97,127,696
696,305,127,97,97,696
581,214,49,122,49,581
581,214,49,122,122,581
581,214,49,122,122,581
799,874,363,588,874,363
799,874,363,588,588,799
799,874,363,588,588,799
14,836,614,890,14,836
14,836,614,890,14,836
14,836,614,890,14,836
76,44,486,160,160,486
76,44,486,160,76,486
76,44,486,160,44,76
899,108,441,910,108,899
899,108,441,910,108,899
899,108,441,910,899,910
405,430,282,606,430,405
405,430,282,606,430,606
405,430,282,606,430,606
582,924,173,188,582,924
582,924,173,188,582,173
911,186,111,707,186,707
911,186,111,707,911,186
208,2,440,609,2,208
208,2,440,609,440,208
362,181,203,580,181,362
362,181,203,580,580,362
884,711,631,927,927,884
884,711,631,927,631,884
884,711,631,927,631,927
581,416,396,359,416,396
581,416,396,359,416,396
581,416,396,359,359,416
909,903,634,865,909,903
909,903,634,865,865,903
909,903,634,865,909,903
618,754,340,325,325,754
618,754,340,325,618,325
618,754,340,325,754,325
625,608,738,104,104,608
625,608,738,104,625,608
625,608,738,104,104,608
303,514,885,670,514,885
303,514,885,670,514,670
303,514,885,670,514,303
938,913,82,976,976,82
938,913,82,976,938,976
938,913,82,976,976,913
116,665,144,606,116,665
116,665,144,606,606,665
116,665,144,606,116,665
806,561,840,501,561,806
806,561,840,501,501,840
806,561,840,501,561,806
499,504,496,965,499,496
499,504,496,965,499,496
499,504,496,965,499,496
923,307,934,17,934,923
923,307,934,17,307,923
923,307,934,17,17,923
877,952,347,356,952,877
877,952,347,356,952,356
877,952,347,356,952,877
22,108,795,474,22,474
22,108,795,474,108,22
22,108,795,474,108,474
442,674,257,390,257,674
442,674,257,390,390,674
442,674,257,390,390,674
719,112,512,729,512,719
719,112,512,729,719,729
719,112,512,729,719,729
946,660,201,760,946,660
946,660,201,760,946,760
946,660,201,760,946,201
297,128,42,299,42,299
297,128,42,299,42,299
371,884,172,918,918,884
371,884,172,918,918,884
257,696,10,627,257,627
257,696,10,627,10,627
952,867,1,24,952,1
952,867,1,24,952,867
717,894,687,844,687,844
717,894,687,844,687,844
717,894,687,844,687,717
169,858,68,281,169,858
169,858,68,281,68,281
169,858,68,281,68,281
982,284,912,570,912,284
982,284,912,570,982,570
982,284,912,570,982,570
375,704,178,445,178,445
375,704,178,445,178,375
375,704,178,445,178,375
661,841,562,996,841,661
661,841,562,996,562,661
661,841,562,996,841,661
292,743,154,175,175,154
292,743,154,175,175,292
292,743,154,175,292,175
544,901,215,446,544,901
544,901,215,446,544,446
544,901,215,446,544,901
113,147,662,129,113,662
113,147,662,129,113,662
113,147,662,129,113,662
657,205,119,773,205,773
657,205,119,773,205,773
657,205,119,773,119,773
504,139,62,879,62,879
504,139,62,879,139,879
504,139,62,879,139,504
768,168,28,525,168,768
768,168,28,525,168,28
768,168,28,525,525,768
345,620,25,206,25,620
345,620,25,206,206,620
345,620,25,206,206,345
399,114,712,951,399,712
399,114,712,951,114,712
399,114,712,951,951,399
617,410,480,296,410,480
617,410,480,296,410,296
617,410,480,296,410,296
501,989,475,362,501,475
501,989,475,362,501,362
501,989,475,362,989,362
921,855,991,785,921,855
921,855,991,785,785,855
921,855,991,785,991,855
627,576,648,113,113,627
627,576,648,113,113,627
387,429,32,461,32,429
387,429,32,461,32,429
877,664,595,171,595,664
877,664,595,171,595,877
144,406,904,601,406,601
144,406,904,601,406,144
236,860,880,468,236,880
236,860,880,468,236,880
236,860,880,468,468,880
130,878,769,450,130,769
130,878,769,450,450,130
130,878,769,450,130,769
251,413,451,347,347,413
251,413,451,347,347,251
251,413,451,347,347,413
639,583,66,239,66,239
639,583,66,239,639,239
639,583,66,239,639,239
696,428,513,921,513,696
696,428,513,921,921,696
696,428,513,921,513,428
779,116,518,452,452,518
779,116,518,452,452,779
779,116,518,452,116,779
953,810,196,623,196,953
953,810,196,623,196,810
953,810,196,623,953,810
266,944,235,202,266,202
266,944,235,202,235,266
266,944,235,202,266,944
579,707,190,57,57,579
579,707,190,57,57,707
579,707,190,57,57,707
98,246,102,335,98,335
98,246,102,335,246,335
98,246,102,335,98,335
426,630,765,680,426,765
426,630,765,680,765,630
426,630,765,680,765,680
749,123,176,289,749,123
749,123,176,289,749,289
749,123,176,289,176,289
449,443,339,278,449,339
449,443,339,278,449,339
449,443,339,278,449,443
934,161,654,94,161,654
934,161,654,94,94,654
934,161,654,94,934,654
325,547,397,306,306,325
325,547,397,306,306,325
325,547,397,306,397,325
357,118,713,99,99,713
357,118,713,99,118,713
357,118,713,99,99,713
441,125,171,404,171,125
441,125,171,404,404,441
441,125,171,404,171,125
697,534,876,541,541,697
697,534,876,541,541,697
64,72,734,945,945,72
64,72,734,945,64,734
732,638,523,85,85,638
732,638,523,85,85,638
732,638,523,85,85,638
179,276,455,327,276,327
179,276,455,327,327,179
179,276,455,327,327,276
995,467,916,994,995,994
995,467,916,994,995,916
995,467,916,994,916,994
38,881,373,69,38,881
38,881,373,69,38,881
230,952,616,48,952,616
230,952,616,48,230,48
230,952,616,48,230,616
215,574,141,663,215,663
215,574,141,663,574,663
361,91,688,429,91,429
361,91,688,429,91,688
363,943,145,5,943,5
363,943,145,5,5,943
363,943,145,5,943,5
287,10,475,246,10,287
287,10,475,246,10,475
221,313,648,922,313,648
221,313,648,922,313,648
221,313,648,922,922,648
302,759,49,673,49,302
302,759,49,673,49,673
343,575,895,547,547,575
343,575,895,547,547,343
343,575,895,547,547,575
619,43,192,304,43,619
619,43,192,304,304,192
619,43,192,304,304,619
184,265,578,274,184,578
184,265,578,274,184,265
184,265,578,274,184,265
837,625,254,706,254,706
837,625,254,706,254,706
837,625,254,706,254,837
955,199,659,815,955,659
955,199,659,815,955,659
800,818,549,669,818,669
800,818,549,669,818,669
211,946,883,967,211,946
211,946,883,967,946,967
211,946,883,967,211,967
35,578,782,430,35,578
35,578,782,430,35,578
137,448,959,963,137,448
137,448,959,963,137,963
806,118,576,479,479,576
806,118,576,479,118,806
806,118,576,479,479,806
5,914,288,300,288,300
5,914,288,300,288,300
5,914,288,300,288,914
747,341,601,172,172,341
747,341,601,172,172,601
747,341,601,172,172,601
983,992,471,835,992,835
983,992,471,835,992,835
346,243,416,363,416,346
346,243,416,363,243,363
346,243,416,363,243,416
722,190,836,441,190,722
722,190,836,441,190,836
79,656,348,16,79,656
79,656,348,16,79,656
682,948,927,735,948,682
682,948,927,735,948,682
682,948,927,735,735,682
48,302,566,496,566,496
48,302,566,496,566,48
512,845,891,74,512,891
512,845,891,74,512,845
512,845,891,74,512,891
219,109,47,238,238,219
219,109,47,238,109,219
684,381,658,749,658,381
684,381,658,749,658,684
684,381,658,749,749,658
279,849,958,216,279,849
279,849,958,216,279,849
279,849,958,216,279,849
729,991,327,801,991,327
729,991,327,801,327,729
729,991,327,801,327,991
407,757,154,317,317,757
407,757,154,317,317,757
407,757,154,317,407,317
383,970,434,136,970,434
383,970,434,136,970,434
648,794,901,853,648,901
648,794,901,853,794,901
604,202,487,554,604,202
604,202,487,554,604,202
604,202,487,554,554,487
595,410,600,576,410,576
595,410,600,576,410,595
593,313,127,963,313,963
593,313,127,963,127,963
353,568,602,547,568,353
353,568,602,547,568,353
353,568,602,547,568,353
312,993,453,135,993,312
312,993,453,135,993,135
312,993,453,135,312,993
54,426,150,817,54,817
54,426,150,817,54,426
54,426,150,817,54,817
708,958,562,297,297,958
708,958,562,297,297,562
455,897,681,425,425,681
455,897,681,425,455,681
455,897,681,425,455,425
46,804,285,212,285,804
46,804,285,212,46,804
34,293,812,507,34,812
34,293,812,507,34,812
36,469,163,836,163,836
36,469,163,836,469,836
36,469,163,836,469,836
544,81,502,826,544,81
544,81,502,826,544,826
72,872,70,906,70,872
72,872,70,906,70,72
72,872,70,906,70,72
619,842,899,483,483,842
619,842,899,483,483,619
215,970,759,404,970,215
215,970,759,404,970,215
215,970,759,404,970,215
113,115,368,782,113,368
113,115,368,782,113,368
113,115,368,782,113,782
234,553,85,133,553,234
234,553,85,133,85,133
234,553,85,133,553,234
684,279,195,301,195,684
684,279,195,301,279,684
684,279,195,301,279,195
378,650,21,859,21,650
378,650,21,859,21,859
834,199,392,546,392,834
834,199,392,546,199,546
214,786,490,216,214,786
214,786,490,216,214,786
214,786,490,216,490,786
449,913,386,652,449,652
449,913,386,652,386,652
228,271,63,731,271,731
228,271,63,731,63,228
689,916,914,191,916,689
689,916,914,191,191,689
689,916,914,191,916,689
311,321,164,397,397,164
311,321,164,397,397,311
311,321,164,397,321,397
920,777,258,222,920,777
920,777,258,222,258,222
920,777,258,222,258,222
84,666,88,563,88,666
84,666,88,563,84,666
33,87,527,182,33,527
33,87,527,182,33,527
33,87,527,182,33,527
476,945,642,810,476,810
476,945,642,810,945,810
805,424,226,190,805,226
805,424,226,190,805,226
81,503,864,23,503,864
81,503,864,23,503,864
81,503,864,23,503,864
277,984,328,171,277,984
277,984,328,171,277,984
116,238,317,211,238,211
116,238,317,211,317,238
116,238,317,211,211,238
469,962,315,89,89,315
469,962,315,89,89,315
312,859,364,179,179,364
312,859,364,179,179,364
312,859,364,179,312,179
437,681,7,673,7,681
437,681,7,673,7,681
437,681,7,673,437,681
76,646,795,833,76,833
76,646,795,833,76,833
76,646,795,833,795,76
82,729,881,20,881,729
82,729,881,20,20,729
82,729,881,20,729,20
35,367,431,733,35,733
35,367,431,733,35,733
245,586,534,908,245,534
245,586,534,908,245,586
301,858,224,132,132,858
301,858,224,132,132,858
301,858,224,132,301,224
382,133,20,983,133,983
382,133,20,983,382,20
713,636,907,385,636,713
713,636,907,385,385,713
256,787,621,797,621,256
256,787,621,797,256,797
256,787,621,797,621,787
906,942,324,929,324,906
906,942,324,929,324,942
906,942,324,929,929,324
731,338,100,669,338,731
731,338,100,669,100,731
731,338,100,669,338,669
427,196,393,71,427,196
427,196,393,71,427,196
24,109,927,385,109,927
24,109,927,385,109,927
24,109,927,385,109,927
365,671,164,784,365,164
365,671,164,784,365,164
846,951,17,206,206,846
846,951,17,206,17,951
286,833,268,325,268,286
286,833,268,325,268,325
286,833,268,325,268,833
688,430,887,794,430,688
688,430,887,794,430,794
243,861,348,350,350,861
243,861,348,350,350,243
243,861,348,350,243,348
825,334,88,919,825,919
825,334,88,919,825,334
763,25,124,265,124,265
763,25,124,265,25,763
763,25,124,265,124,265
524,814,37,267,267,814
524,814,37,267,524,814
524,814,37,267,524,814
164,490,566,901,490,164
164,490,566,901,490,164
164,490,566,901,901,566
492,436,892,589,492,436
492,436,892,589,589,892
492,436,892,589,492,589
909,674,479,343,479,343
909,674,479,343,909,674
792,339,667,405,667,792
792,339,667,405,405,792
29,877,293,712,29,293
29,877,293,712,29,293
750,388,785,770,750,770
750,388,785,770,750,770
896,796,73,18,73,896
896,796,73,18,73,796
78,349,542,423,349,423
78,349,542,423,349,423
52,752,737,761,752,761
52,752,737,761,52,761
444,276,171,556,444,556
444,276,171,556,444,556
221,175,61,3,61,221
221,175,61,3,61,175
